Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Seel (Original Mix)	Shifted		The Light Touch		Stroboscopic Artefacts				Techno	13888300	344			2		2019	9/19/19, 6:21 PM	3/21/20, 3:21 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/12071289_Seel_Original_Mix.mp3
Szív Utca	Kornél Kovács		The Bells						House	13847477	344			7		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - The Bells/Kornél Kovács - The Bells - 07 Szív Utca.mp3
To Wisdom The Prize	The Roy Hargrove Quintet		Earfood						Jazz	13866122	345			11		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/11 - The Roy Hargrove Quintet - To Wisdom The Prize.mp3
Itsa	Sumo		Ishiki EP						House	13965258	345			2		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://sumosk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Sumo - Ishiki EP/Sumo - Ishiki EP - 02 Itsa.mp3
Fucking You Tonight	The Notorious B.I.G.		Life After Death [Disc 1]						Rap	13894888	345			5		1997	5/25/07, 11:08 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 1]/05 - The Notorious B.I.G. - Fucking You Tonight.mp3
Raw Trax 4 (Original Mix)	Surgeon		Raw Trax 1		Dynamic Tension				Techno	13937884	346			2		2019	6/6/19, 7:22 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11942596_Raw_Trax_4_Original_Mix.mp3
Drenched 10 (Original Mix)	SSTROM		Drenched 9-12		RÃ¶sten				Techno	14011435	346			2		2019	9/19/19, 6:23 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11830907_Drenched_10_Original_Mix.mp3
Trying	Break		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	14450833	346			7		2011	3/21/20, 2:30 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net			1	3/21/20, 2:30 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/07_Break__Trying.mp3
Blush Response ft. Instra:mental	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	13966345	346			2		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 02 Blush Response ft. Instra-mental.mp3
Sharp Like A Razor	Clouds		Sharp Like A Razor						Techno	14141867	347			1		2019	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Clouds - Sharp Like A Razor/Clouds - Sharp Like A Razor - 01 Sharp Like A Razor.mp3
Timeout (feat DRS)	CALIBRE		Second Sun						Drum & Bass	13922304	347			12		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/12 Timeout (feat DRS).mp3
Jaboc (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	14016827	347			6		2018	11/13/18, 1:13 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591577_Jaboc_Original_Mix.mp3
Reduction & Synthesis	OSCAR MULERO		Elementary Geometry EP						Techno	13983744	347			3		2016	9/23/16, 1:28 AM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C6830477_D3D944/Oscar_Mulero_-_Elementary_Geometry_EP_-_Faut_Section/Oscar_Mulero_-_Reduction___Synthesis_320kb_s_MP3.mp3
So So Solid	Kornél Kovács		Kornél Kovács ‎– Nincs EP						House	14010356	348			4		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - Kornél Kovács _– Nincs EP/Kornél Kovács - Kornél Kovács ‎– Nincs EP - 04 So So Solid.mp3
Devine Right	Dax J		Shades of Black LP						Techno	14065192	348			4		2015	3/21/20, 3:18 PM	3/21/20, 3:17 PM	320	44100		MPEG audio file		Visit http://daxj.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Dax J/Shades of Black LP/04 Devine Right.mp3
Mourning Dawn	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	14094867	350			12		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 12 Mourning Dawn.mp3
Sword Play (ShlÃ¸mo Remix)	Keith Carnal		Illusion		Arts				Techno	14148072	351			4		2016	4/9/18, 1:59 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/8477024_Sword_Play_Shl__mo_Remix.mp3
Berlin - Live Cut 3	Karenn		Voam Club Archive Volume 1						Techno	14125378	351			5		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://voam.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Karenn - Voam Club Archive Volume 1/Karenn - Voam Club Archive Volume 1 - 05 Berlin - Live Cut 3.mp3
I'm Not So Sure	The Roy Hargrove Quintet		Earfood						Jazz	14101220	351			1		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/01 - The Roy Hargrove Quintet - I'm Not So Sure.mp3
ADNY / Omato Grosso	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	10798627	351			3	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	245	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/3 - Francois K - ADNY - Omato Grosso.mp3
Blink Of An Eye (feat Lariman)	CALIBRE		Second Sun						Drum & Bass	14070784	351			9		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/09 Blink Of An Eye (feat Lariman).mp3
Feediop	Avishai Cohen	Avishai Cohen	At Home						Jazz	8426058	351			1		2005	6/3/05, 11:08 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/At Home/1 - Avishai Cohen - Feediop.mp3
Breaking Point	Inigo Kennedy		Strata						Techno	16558214	351	1	1	5	9	2018	3/21/20, 5:15 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/inigo kennedy - strata/05 Inigo Kennedy - Breaking Point.mp3
Acid Reflux	Brecc		Brecc - Overloaded						Techno	14240317	352			4		2019	3/21/20, 3:21 PM	3/21/20, 3:21 PM	320	44100		MPEG audio file		Visit http://coupprojekt.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Brecc - Brecc - Overloaded/Brecc - Brecc - Overloaded - 04 Acid Reflux.mp3
Mr. Clean	The Roy Hargrove Quintet		Earfood						Jazz	14193165	353			8		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/08 - The Roy Hargrove Quintet - Mr. Clean.mp3
6th Avenue	YAN COOK		Hidden Message						Techno	14295040	353			1		2017	8/22/17, 8:37 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7544693_D3D944/Yan_Cook_-_Hidden_Message_-_ARTS/1-Yan_Cook_-_6th_Avenue-320kb_s_MP3.mp3
Falcon	YAN COOK		Arrival EP						Techno	14183424	353			4		2017	8/22/17, 8:37 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7544693_D3D944/Yan_Cook_-_Arrival_EP_-_Cooked/4-Yan_Cook_-_Falcon-320kb_s_MP3.mp3
Fat Purple Figs	Randomer		HS002						Techno	14413310	353			1		2018	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Randomer - HS002/Randomer - HS002 - 01 Fat Purple Figs.mp3
Once upon a Time	Slum Village		Fantastic, Vol. 2						Rap	10512332	353			14		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	237	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/14 - Slum Village - Once upon a Time.mp3
Madrid - Live Cut 1	Karenn		Voam Club Archive Volume 1						Techno	14243452	354			8		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://voam.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Karenn - Voam Club Archive Volume 1/Karenn - Voam Club Archive Volume 1 - 08 Madrid - Live Cut 1.mp3
Kiya (feat Crow)	CALIBRE		Second Sun						Drum & Bass	14190080	354			11		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/11 Kiya (feat Crow).mp3
Carpo	Sarah Davachi		Horae						Ambient	14196682	354			2		2020	3/21/20, 2:46 PM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://sarahdavachi.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Sarah Davachi - Horae/Sarah Davachi - Horae - 02 Carpo.mp3
Got Me Coming Back Rite Now	Moodymann		SINNER | KDJ-48						House	14247109	354			3		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 03 Got Me Coming Back Rite Now.mp3
LTTLWLF (Original Mix)	SHXCXCHCXSH		STRGTHS		Avian				Techno	14277514	354			2		2013	9/19/19, 6:23 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/4529424_LTTLWLF_Original_Mix.mp3
Golden Pheasant (Original Mix)	Rhomb		Surface Textures		Modularz				Techno	14241541	355			16		2017	8/14/18, 6:41 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9760116_Golden_Pheasant_Original_Mix.mp3
Tetra	YAN COOK		Hidden Message						Techno	14375936	355			4		2017	8/22/17, 8:38 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7544693_D3D944/Yan_Cook_-_Hidden_Message_-_ARTS/4-Yan_Cook_-_Tetra-320kb_s_MP3.mp3
Second Sun	CALIBRE		Second Sun						Drum & Bass	14260224	355			2		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/02 Second Sun.mp3
Hexagon (Original Mix)	Heiko Laux		Fernweh		Kanzleramt				Techno	14356545	356			2		2014	8/14/18, 6:40 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/5934029_Hexagon_Original_Mix.mp3
Toxic NRG (Original Mix)	Perc		Three Tracks To Send To Your Ghost Producer		Perc Trax				Techno	14381688	356			1		2019	6/6/19, 7:22 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11598875_Toxic_NRG_Original_Mix.mp3
Gage	Calibre		Overflow (Part 2)						Drum & Bass	9729711	356			7		2008	11/8/09, 9:22 PM	3/21/20, 2:14 PM	216	44100		MPEG audio file		Track 7						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow (Part 2)/07 - Calibre - Gage.mp3
Da'an	L'Amour Fou	Benoit Bouquin, David Moufang, Marco Wollenberg	Smallville Ways - 10 Years						House	14328138	356			6	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/L'Amour Fou/06-Da'an.mp3
Berlin - Live Cut 2	Karenn		Voam Club Archive Volume 1						Techno	14345852	356			2		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://voam.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Karenn - Voam Club Archive Volume 1/Karenn - Voam Club Archive Volume 1 - 02 Berlin - Live Cut 2.mp3
Parallax View (Original Mix)	Benjamin Damage		Obsidian		50 Weapons				Techno	14377952	356			8		2015	10/27/17, 1:21 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/7002773_Parallax_View_Original_Mix.mp3
Renegades of Conflict	Dax J		Shades of Black LP						Techno	14381796	356			3		2015	3/21/20, 3:18 PM	3/21/20, 3:17 PM	320	44100		MPEG audio file		Visit http://daxj.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Dax J/Shades of Black LP/03 Renegades of Conflict.mp3
Berlin - Live Cut 1	Karenn		Voam Club Archive Volume 1						Techno	14355256	356			1		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://voam.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Karenn - Voam Club Archive Volume 1/Karenn - Voam Club Archive Volume 1 - 01 Berlin - Live Cut 1.mp3
Brussels - Live Cut 2	Karenn		Voam Club Archive Volume 1						Techno	14363615	357			7		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://voam.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Karenn - Voam Club Archive Volume 1/Karenn - Voam Club Archive Volume 1 - 07 Brussels - Live Cut 2.mp3
Tribute To You	Jacques Bon	Jacques Bon	Smallville Ways - 10 Years						House	14359431	357			7	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Jacques Bon/07-Tribute To You.mp3
Blue 6 / Sweeter Love (Jay's Full Vocal)	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	10591756	358			11	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	236	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/11 - Francois K - Blue 6 - Sweeter Love (Jay's Full Vocal).mp3
Leave (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	14436447	358			2		2018	11/13/18, 1:14 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591573_Leave_Original_Mix.mp3
Rome - Live Cut 1	Karenn		Voam Club Archive Volume 1						Techno	14411680	358			3		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://voam.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Karenn - Voam Club Archive Volume 1/Karenn - Voam Club Archive Volume 1 - 03 Rome - Live Cut 1.mp3
TV On	Calibre		Overflow (Part 2)						Drum & Bass	8947332	358			1		2008	11/8/09, 9:23 PM	3/21/20, 2:14 PM	198	44100		MPEG audio file		Track 1						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow (Part 2)/01 - Calibre - TV On.mp3
Two Ones (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	14452003	358			7		2018	11/13/18, 1:14 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591578_Two_Ones_Original_Mix.mp3
Overt Agent (Original Mix)	Tim Wolff		Secret Weapons Part 2		Wolfskuil Records				Techno	14442790	358			3		2017	8/14/18, 6:38 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9282081_Overt_Agent_Original_Mix.mp3
Scum	Brecc		Brecc - Overloaded						Techno	14475419	358			3		2019	3/21/20, 3:21 PM	3/21/20, 3:21 PM	320	44100		MPEG audio file		Visit http://coupprojekt.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Brecc - Brecc - Overloaded/Brecc - Brecc - Overloaded - 03 Scum.mp3
Exhumed II.II (Original Mix)	Uun		Exhumed Tapes II		Modern Cathedrals				Techno	14446078	358			2		2018	3/21/20, 3:04 PM	3/21/20, 3:03 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10743633_Exhumed_II_II_Original_Mix.mp3
The Dep (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	14461828	358			3		2018	11/13/18, 1:14 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591574_The_Dep_Original_Mix.mp3
Velvet	RANDOMER		Smokin						Techno	14392832	359			2		2017	8/22/17, 8:38 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7544693_D3D944/Randomer_-_Smokin_-_LIES/2-Randomer_-_Velvet-320kb_s_MP3.mp3
Cemetery	Foreign Concept, Bringa		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	14967052	359			2		2011	3/21/20, 2:36 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net						Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/02_Foreign-Concept__Cemetery.mp3
Serenity	Tony Lionni		As One						House	14413389	359			10		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/10. Tony Lionni - Serenity.mp3
Exhumed II.I (Original Mix)	Uun		Exhumed Tapes II		Modern Cathedrals				Techno	14488198	359			1		2018	3/21/20, 3:04 PM	3/21/20, 3:03 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10743632_Exhumed_II_I_Original_Mix.mp3
StÃ¤mma #2 (Original Mix)	SHXCXCHCXSH		Rosten 1		RÃ¶sten				Techno	14493808	360			2		2017	9/19/19, 6:21 PM	3/21/20, 3:21 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9888934_St__mma__2_Original_Mix.mp3
Sirius	CLERIC/DAX J		Lost In Bermuda						Techno	14443008	360			4		2016	12/15/16, 9:12 AM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/4-Cleric_Dax_J_-_Sirius-320kb_s_MP3.mp3
Beyond The Planets	Dax J		Shades of Black LP						Techno	14545845	360			2		2015	3/21/20, 3:18 PM	3/21/20, 3:17 PM	320	44100		MPEG audio file		Visit http://daxj.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Dax J/Shades of Black LP/02 Beyond The Planets.mp3
Flight 19	CLERIC/DAX J		Lost In Bermuda						Techno	14471168	360			2		2016	12/15/16, 9:12 AM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/2-Cleric_Dax_J_-_Flight_19-320kb_s_MP3.mp3
Freak Zone (Mark Broom Remix)	Avision		Freak Zone EP		Beard Man				Techno	14476144	361			2		2016	8/14/18, 6:40 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/8162277_Freak_Zone_Mark_Broom_Remix.mp3
III (Original Mix)	Richard Bartz		Style Wars EP		Kurbel Records				Techno	14453159	361			1		2006	7/1/19, 7:34 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/89465_III_Original_Mix.mp3
Renouf's Last Tooth	Avishai Cohen	Avishai Cohen/Mark Guiliana	At Home						Jazz	8669184	361			5		2005	5/13/07, 11:47 AM	3/21/20, 2:14 PM	192	44100		MPEG audio file		                            						Macintosh HD/Users/mck/Dropbox/Other Music/At Home/5 - Avishai Cohen - Renouf's Last Tooth.mp3
Yourself	SURGEON		Search Deep Inside Yourself						Techno	14544896	361			4		2016	3/28/16, 3:29 AM	3/21/20, 3:16 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/SURGEON/Search Deep Inside Yourself/04 Yourself.mp3
FFUFFUFU (Original Mix)	SHXCXCHCXSH		OUFOUFOF		RÃ¶sten				Techno	14619008	362			2		2018	3/21/20, 5:15 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11184672_FFUFFUFU_Original_Mix.mp3
AlphaMotive - The light (Apex house)	King Britt		Deep and Sexy 4						House	11897963	362			8		2007	3/21/20, 2:38 PM	3/21/20, 2:14 PM	262	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep and Sexy 4/08 - King Britt - AlphaMotive - The light (Apex house).mp3
Atlanticas 4 (Original Mix)	Tensal		Transmisiones Atlanticas		Modularz				Techno	14535385	362			8		2015	8/14/18, 5:55 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Tensal/Transmisiones Atlanticas/08 Atlanticas 4 (Original Mix).mp3
Parhelion (Original Mix)	ShlÃ¸mo		Hardwave		Arts				Techno	14594463	362			3		2017	8/24/18, 11:39 AM	3/21/20, 3:04 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9767057_Parhelion_Original_Mix.mp3
In Absentia: Tome 2	SHLOMO		In Absentia: Tome 2						Techno	14556160	363			1		2017	12/19/17, 3:30 AM	3/21/20, 3:12 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Shlomo_-_In_Absentia__Tome_2_-_Delsin_Holland/1-Shlomo_-_In_Absentia__Tome_2-320kb_s_MP3.mp3
Shuffle	Avishai Cohen		Colors						Jazz	14638510	364			1		2000	9/27/10, 5:32 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Colors/01 - Avishai Cohen - Shuffle.mp3
I'll Provide	Moodymann		SINNER | KDJ-48						House	14645215	364			1		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 01 I'll Provide.mp3
Himmel Und Erde (Original Mix)	SHDW, Obscure Shape		Himmel Und Erde EP		Rekids				Techno	14718937	364			1		2017	8/14/18, 6:38 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9317848_Himmel_Und_Erde_Original_Mix.mp3
Dollar Club	Kornél Kovács		The Bells						House	14702204	365			3		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - The Bells/Kornél Kovács - The Bells - 03 Dollar Club.mp3
8 Mile D Boy	Moodymann		SINNER | KDJ-48						House	14693280	365			8		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 08 8 Mile D Boy.mp3
HH2 (Endlec Remix 2)	Hiroaki Iizuka		Inside (featuring Endlec rmxes)		Self Reflektion				Techno	14834513	366			4		2018	8/16/18, 11:08 AM	3/21/20, 3:04 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10506874_HH2_Endlec_Remix_2.mp3
